X,Y,class
1.100556945333201475e-01,8.745217532221412071e-01,0.000000000000000000e+00
8.518080950728802447e-01,5.943687924217226914e-01,0.000000000000000000e+00
-4.88E-01,-3.26E-01,0.000000000000000000e+00
8.793629489200577298e-01,-8.48E-01,0.000000000000000000e+00
-3.48E-02,-1.10E+00,0.000000000000000000e+00
1.699304202400642172e-01,8.728570084870815871e-01,0.000000000000000000e+00
-1.07E+00,1.771823136996276027e+00,1.000000000000000000e+00
2.286712052377729787e+00,7.109829736836765779e-01,1.000000000000000000e+00
9.617639909165146550e-01,-4.52E-01,0.000000000000000000e+00
3.023345446994779806e+00,-1.11E+00,1.000000000000000000e+00
1.146858854107937198e+00,1.477064175448369987e+00,1.000000000000000000e+00
3.091872006921768043e-02,-6.63E-01,0.000000000000000000e+00
2.462062133075723289e-02,-1.59E+00,0.000000000000000000e+00
-2.04E+00,1.742669005041468377e+00,1.000000000000000000e+00
-6.32E-01,1.731715403366286932e+00,1.000000000000000000e+00
4.038814686164290957e-01,1.251778639126375436e+00,0.000000000000000000e+00
6.908689882986953634e-01,-1.07E-01,0.000000000000000000e+00
1.469119840876414118e+00,3.092856277384918862e+00,1.000000000000000000e+00
3.969203585513268462e-01,-1.03E-01,0.000000000000000000e+00
7.958643752145827532e-01,3.404536608088636895e-01,0.000000000000000000e+00
1.206721876607928179e+00,-5.84E-01,0.000000000000000000e+00
3.910290668662646518e-01,-1.04E+00,0.000000000000000000e+00
-2.75E+00,4.985023107511942775e-01,1.000000000000000000e+00
-2.44E-01,-1.24E+00,0.000000000000000000e+00
-1.20E-01,-4.21E-01,0.000000000000000000e+00
-7.05E-01,-4.40E-01,0.000000000000000000e+00
1.428535553908419908e+00,1.301101838825451606e+00,1.000000000000000000e+00
-1.58E+00,1.144482037599475061e-01,0.000000000000000000e+00
9.320371599241402683e-01,-2.30E+00,1.000000000000000000e+00
-1.56E-01,-8.73E-01,0.000000000000000000e+00
6.962690346576687617e-01,-9.63E-01,0.000000000000000000e+00
1.124336685176128281e+00,-5.30E-01,0.000000000000000000e+00
2.347314749725168959e+00,1.049408915768226702e+00,1.000000000000000000e+00
-3.95E-01,2.295055187040929034e+00,1.000000000000000000e+00
-2.65E+00,1.301946385679027207e+00,1.000000000000000000e+00
1.588744715666301932e+00,4.317127884585734154e-01,1.000000000000000000e+00
5.706233521247361384e-01,8.394467978952534493e-01,0.000000000000000000e+00
1.695525925928308864e+00,2.618507167662082469e-01,1.000000000000000000e+00
-1.70E-01,-1.74E+00,1.000000000000000000e+00
-5.31E-01,-9.03E-01,0.000000000000000000e+00
-4.39E-01,-3.44E+00,1.000000000000000000e+00
1.073113255715962833e+00,1.251450046879734934e+00,1.000000000000000000e+00
-1.74E+00,7.785775934044870672e-01,1.000000000000000000e+00
-6.25E-01,4.575367712618212956e-01,0.000000000000000000e+00
-4.86E-01,6.165526621183018557e-02,0.000000000000000000e+00
-1.80E+00,4.434234387305537872e-01,1.000000000000000000e+00
2.209904563605904204e-01,-2.69E-01,0.000000000000000000e+00
-1.92E-01,-1.13E+00,0.000000000000000000e+00
-2.33E+00,-1.26E+00,1.000000000000000000e+00
2.301845769909966144e+00,4.780207255363631003e-01,1.000000000000000000e+00
1.121198222125649568e+00,-8.82E-01,0.000000000000000000e+00
2.997683416094829578e+00,1.289496297696001381e+00,0.000000000000000000e+00
3.233822760715718392e+00,5.572276707016303732e+00,0.000000000000000000e+00
2.849490826551879685e+00,1.853921184586196924e+00,1.000000000000000000e+00
2.263736291502491671e+00,3.681048179583996660e+00,1.000000000000000000e+00
2.331565886825338829e+00,2.756474347188359708e+00,1.000000000000000000e+00
3.832912048578807518e+00,2.608324631886022260e+00,1.000000000000000000e+00
2.353124355201424045e+00,1.685887182850130506e+00,0.000000000000000000e+00
3.191383349202187691e+00,2.767027775096464914e+00,1.000000000000000000e+00
2.450410395887078874e+00,2.176422713218784111e+00,1.000000000000000000e+00
2.688694510736882481e+00,4.714451689302169513e+00,0.000000000000000000e+00
3.455201283010350455e+00,5.269463863478691223e+00,0.000000000000000000e+00
4.560026042866584639e+00,5.409197778905159737e+00,0.000000000000000000e+00
2.240657146116071807e+00,3.854911153796988899e+00,1.000000000000000000e+00
3.164174841249566494e+00,4.472210527610412711e+00,0.000000000000000000e+00
9.495372709134137779e-01,4.010451046226751082e+00,0.000000000000000000e+00
2.436687376794539173e+00,3.789168847833005671e+00,1.000000000000000000e+00
2.141032010862446100e+00,2.342038856715197959e+00,1.000000000000000000e+00
4.421118712677719387e+00,3.452534309397714551e+00,0.000000000000000000e+00
2.832889999684994553e+00,2.854188994105110400e+00,1.000000000000000000e+00
2.348149112524833271e+00,4.369428143161654177e+00,0.000000000000000000e+00
4.104218611140273865e+00,3.615427364473370098e+00,1.000000000000000000e+00
2.852461633517641815e+00,1.489741703455364608e+00,0.000000000000000000e+00
2.646051986302932146e+00,2.520125069767155779e+00,1.000000000000000000e+00
2.020758311341253055e+00,2.642871014634850191e+00,1.000000000000000000e+00
3.518672538203316158e+00,3.094721852062972900e+00,1.000000000000000000e+00
4.066715798788308689e+00,2.377269732473738628e+00,1.000000000000000000e+00
1.318281604208823898e+00,3.385989849074687807e+00,0.000000000000000000e+00
3.343743113784677146e+00,2.910455591051948954e+00,1.000000000000000000e+00
1.829847809909860956e+00,3.717590795587763175e+00,1.000000000000000000e+00
4.422467660984854554e+00,2.966283525355736028e+00,0.000000000000000000e+00
3.174221638950021962e+00,3.628913203047449798e+00,1.000000000000000000e+00
4.272295103402726113e+00,5.678492106469509970e+00,0.000000000000000000e+00
2.723552261302706334e-01,9.187498828329867528e-01,0.000000000000000000e+00
4.027540633325406461e+00,4.140362498818566550e+00,0.000000000000000000e+00
1.252833564961606916e+00,5.165299879519668735e+00,0.000000000000000000e+00
3.349771611939595051e+00,4.084072101398154686e+00,1.000000000000000000e+00
4.388578309840829306e+00,1.652913811268745592e+00,0.000000000000000000e+00
3.304715496916200035e+00,2.636690269990094926e+00,1.000000000000000000e+00
5.512164154474283428e+00,3.717286531080065348e+00,0.000000000000000000e+00
3.756874613263122775e+00,2.774430989723828400e+00,1.000000000000000000e+00
2.771488334587427271e+00,2.930404508465568991e+00,1.000000000000000000e+00
3.552707784186198925e+00,9.374561691920848538e-01,0.000000000000000000e+00
2.761104522134959272e+00,3.986401465780874620e+00,1.000000000000000000e+00
2.491918385234540789e+00,3.553518591354919653e+00,1.000000000000000000e+00
3.536641986661329007e+00,4.374565855967053274e+00,0.000000000000000000e+00
2.788819437119359534e+00,1.924847404842865872e+00,1.000000000000000000e+00
2.857947738935280313e+00,2.785107527991860898e+00,1.000000000000000000e+00
3.990627981989404827e+00,5.191992869305958713e+00,0.000000000000000000e+00
2.135525458538615862e+00,4.460736144662762470e+00,0.000000000000000000e+00
4.183763989716709375e+00,3.873303167409571923e+00,0.000000000000000000e+00
4.345990122210271700e+00,1.895727781919753108e+00,0.000000000000000000e+00
2.662158949584676471e+00,4.505157050693737730e+00,0.000000000000000000e+00
4.373450586849338961e+00,3.500798836747391896e+00,0.000000000000000000e+00
1.945107204493875086e+00,3.826349480755138366e+00,1.000000000000000000e+00
3.716042937758703868e+00,3.397153216587841307e+00,1.000000000000000000e+00
4.273843856115498774e+00,1.875145273411348734e+00,0.000000000000000000e+00
3.606507529297045878e+00,2.786033201089466615e+00,1.000000000000000000e+00
5.136949259767844111e+00,2.067715752060837353e+00,0.000000000000000000e+00
3.367632059909872133e+00,2.568583807058588686e+00,1.000000000000000000e+00
2.824621745697287967e+00,4.265141585499410581e+00,1.000000000000000000e+00
1.493492606828389357e+00,3.674267974705637485e+00,0.000000000000000000e+00
3.551325655590253483e+00,5.162085110648288122e+00,0.000000000000000000e+00
1.485170170417553726e+00,4.072679234803588955e+00,0.000000000000000000e+00
3.297208153408391240e+00,3.247190476467983533e+00,1.000000000000000000e+00
3.628208166940765089e+00,2.634912329009370335e+00,1.000000000000000000e+00
5.530057526844306182e+00,1.198208100074276361e+00,0.000000000000000000e+00
5.074484024615911970e+00,3.241115252468788732e+00,0.000000000000000000e+00
3.016353621875556446e+00,2.149177581983385377e+00,1.000000000000000000e+00
-4.21E-01,5.372978477649724027e+00,0.000000000000000000e+00
2.207692103842170184e+00,4.104091447173503937e+00,1.000000000000000000e+00
3.348743788400827537e+00,3.321455657738389800e+00,1.000000000000000000e+00
3.648459940580664806e+00,3.168648850728714716e+00,1.000000000000000000e+00
3.540558838675223363e+00,2.877335391693005562e+00,1.000000000000000000e+00
1.600706696500824089e+00,2.572144292366852714e+00,0.000000000000000000e+00
3.494174318932654622e+00,3.726982252102790660e+00,1.000000000000000000e+00
1.934461890578495158e+00,3.452164134144186214e+00,1.000000000000000000e+00
3.042796981861254135e+00,4.780678101501461441e+00,0.000000000000000000e+00
2.578866974335177975e+00,3.053395026816537072e+00,1.000000000000000000e+00
2.480104631805552629e+00,2.104061181861720087e+00,1.000000000000000000e+00
3.929343340587850175e+00,4.083787532165077394e+00,0.000000000000000000e+00
4.045051800444896983e+00,2.494144471197005331e+00,1.000000000000000000e+00
3.116871386139588029e+00,4.128541245834163931e+00,1.000000000000000000e+00
2.727704747571944921e+00,2.754122584687506592e+00,1.000000000000000000e+00
2.452381583425666811e+00,4.499709531440020172e+00,0.000000000000000000e+00
2.710425055859584376e+00,3.891385851454132183e+00,1.000000000000000000e+00
2.727599559232452009e+00,4.800571341223870192e+00,0.000000000000000000e+00
3.511088490414389973e+00,3.961143830049981496e+00,1.000000000000000000e+00
2.578809370126641909e+00,1.775047914179755937e+00,1.000000000000000000e+00
3.526059937120526566e+00,2.256581824861584096e+00,1.000000000000000000e+00
2.009368544381295862e+00,3.682721110999209735e+00,1.000000000000000000e+00
1.115370864142231300e+00,2.451442669597945212e+00,0.000000000000000000e+00
3.837727118715882124e+00,2.567162935985034977e+00,1.000000000000000000e+00
3.429329389555810792e+00,1.392787622274695991e+00,0.000000000000000000e+00
4.697881285272682561e+00,3.671318897704866302e+00,0.000000000000000000e+00
3.449765280666093670e+00,4.509986962805628607e+00,0.000000000000000000e+00
4.980350728499165491e+00,3.615729316868266707e+00,0.000000000000000000e+00
1.992687528501660532e+00,3.883912203640417005e+00,1.000000000000000000e+00
4.468368524629047656e+00,3.226769372718700346e+00,0.000000000000000000e+00
-6.98E-02,4.106885793512398131e-01,0.000000000000000000e+00
6.712026704298365232e+00,4.009905790538083714e+00,0.000000000000000000e+00
1.643334793850650621e+00,2.978299581009867580e+00,1.000000000000000000e+00
5.516390332196608348e+00,3.065413056277177084e+00,0.000000000000000000e+00
3.761550652911567649e+00,2.265392476733542715e+00,1.000000000000000000e+00
4.467037180192772183e+00,5.087692969192350034e+00,0.000000000000000000e+00
6.199246254524486410e-01,3.431715664955778511e+00,0.000000000000000000e+00
2.178609804431752117e+00,3.462419310919735871e+00,1.000000000000000000e+00
2.389815493085110099e+00,2.619122742743758891e+00,1.000000000000000000e+00
3.149199976873167550e+00,4.383329623534453212e+00,1.000000000000000000e+00
5.676772270191076331e+00,1.289648275193755689e+00,0.000000000000000000e+00
3.825963170665823476e+00,2.115254218709220702e+00,1.000000000000000000e+00
3.130095736487377156e+00,1.131430857314996485e+00,0.000000000000000000e+00
1.551961938204014402e+00,2.184620568229841631e+00,0.000000000000000000e+00
5.138937418750271213e+00,2.050736640938803923e+00,0.000000000000000000e+00
2.915090034288068122e+00,2.867247371629674468e+00,1.000000000000000000e+00
1.925553958938325705e+00,1.937182049327234479e+00,0.000000000000000000e+00
2.682812078519338339e+00,3.231835872899280648e+00,1.000000000000000000e+00
4.909139091370965602e+00,3.133990391363453920e+00,0.000000000000000000e+00
4.364834835577141803e+00,2.281657813979860450e+00,0.000000000000000000e+00
3.564808366316770005e+00,1.559721254306869032e+00,0.000000000000000000e+00
2.969850509541867467e+00,2.050624782422971748e+00,1.000000000000000000e+00
4.036330913503155315e+00,1.947312259586708283e+00,0.000000000000000000e+00
2.458381957937044060e+00,3.396238467078247059e+00,1.000000000000000000e+00
4.767156118225103434e+00,2.339027774507896673e+00,0.000000000000000000e+00
2.158388759768210541e+00,1.964838725303205358e+00,1.000000000000000000e+00
3.647742755988330199e+00,2.601397686556987665e-01,0.000000000000000000e+00
2.540371682066684400e+00,2.217718209268581209e+00,1.000000000000000000e+00
2.778418787899168407e+00,2.260351308382619440e+00,1.000000000000000000e+00
2.495847046020980731e+00,4.565870712390519337e+00,0.000000000000000000e+00
1.531202627973598629e+00,4.057377749901982966e+00,0.000000000000000000e+00
3.955334233552258993e+00,2.229094623594637614e+00,1.000000000000000000e+00
2.782445878975120301e+00,1.150076301150769975e+00,0.000000000000000000e+00
4.208008962757125992e+00,3.261524550528819955e+00,1.000000000000000000e+00
3.982075186353196905e+00,3.057033059919533891e+00,1.000000000000000000e+00
1.235294478937466467e+00,4.509195628753663421e+00,0.000000000000000000e+00
2.719820224341622517e+00,4.975956069197460252e+00,0.000000000000000000e+00
4.630695270119506546e+00,2.648121167697270906e+00,0.000000000000000000e+00
5.618293961513497692e+00,2.037921265968205553e+00,0.000000000000000000e+00
3.810390504898578001e+00,4.208029774100637610e+00,0.000000000000000000e+00
1.659012332302760351e+00,3.207450266192432675e+00,1.000000000000000000e+00
1.957184051446511530e+00,4.225824390523560403e+00,0.000000000000000000e+00
2.429079229828164266e+00,4.696261045055416083e+00,0.000000000000000000e+00
3.281807347071733272e+00,3.933269285030203566e+00,1.000000000000000000e+00
2.142190523167356808e+00,2.750893691761138626e+00,1.000000000000000000e+00
2.084921711610971506e+00,5.072825092671831015e+00,0.000000000000000000e+00
4.103318703724189831e+00,2.162607811048685047e+00,1.000000000000000000e+00
4.604055591016106064e+00,1.585440941323917219e+00,0.000000000000000000e+00
3.062226537088863054e+00,2.219842848765415155e+00,1.000000000000000000e+00
4.237148079893965580e+00,4.126787245333487064e+00,0.000000000000000000e+00
9.945420088007890236e-01,7.848278359647371971e+00,0.000000000000000000e+00
3.952140184549869595e+00,2.854535616097573669e+00,1.000000000000000000e+00
2.952607873480518119e+00,1.021091095240828528e+00,0.000000000000000000e+00
3.970986143038760297e+00,2.236333936669620215e+00,1.000000000000000000e+00
8.102628560082401066e-01,3.443170644301323691e+00,0.000000000000000000e+00
2.509026490553778466e+00,4.009196655194990910e+00,1.000000000000000000e+00
2.486907958387144291e+00,2.413120732749495900e+00,1.000000000000000000e+00
5.683048257814625082e+00,6.774416853817140094e-01,0.000000000000000000e+00
6.096553942618649913e+00,2.695485831143402677e+00,0.000000000000000000e+00
3.221726273675475483e+00,4.356007455280534124e+00,1.000000000000000000e+00
2.311319307203732798e+00,5.394226896563177220e+00,0.000000000000000000e+00
2.317211198664662852e+00,4.150242102825927759e+00,1.000000000000000000e+00
3.208046499294046505e+00,1.574387207061389127e+00,0.000000000000000000e+00
2.673950250102532955e+00,3.039944498795452255e+00,1.000000000000000000e+00
3.284746518980607544e+00,3.835951335018391806e+00,1.000000000000000000e+00
3.809581207122292312e+00,5.194936575165161052e+00,0.000000000000000000e+00
3.757552628185523602e+00,2.457227450729685181e+00,1.000000000000000000e+00
2.111328649643597899e+00,1.937204762526246737e+00,1.000000000000000000e+00
2.658176496922777687e+00,4.987576095064691017e+00,0.000000000000000000e+00
3.147164060803660846e+00,3.755916343221101794e+00,1.000000000000000000e+00
2.744157859010962763e+00,3.718463744839763940e+00,1.000000000000000000e+00
1.748450430153407176e+00,3.973094386627213037e+00,0.000000000000000000e+00
3.552510505582301636e+00,2.148899190250557201e+00,1.000000000000000000e+00
3.571518948307937258e+00,4.266002690133738895e+00,1.000000000000000000e+00
3.906992715456118592e+00,1.831960079092660232e+00,0.000000000000000000e+00
3.689238766902859012e+00,3.294841519071886271e+00,1.000000000000000000e+00
3.346205628843217372e+00,1.988241407075231892e+00,1.000000000000000000e+00
2.482108105204416937e+00,3.105896838448538588e+00,1.000000000000000000e+00
4.700900443198793077e+00,2.190022029973988538e+00,0.000000000000000000e+00
1.399829094985923783e+00,3.093546601349887126e+00,0.000000000000000000e+00
4.407457722419527713e-02,8.229346976734830399e-01,0.000000000000000000e+00
5.332720984791945007e+00,4.360760993387248874e+00,0.000000000000000000e+00
2.896499226844759800e+00,2.635807559125804556e+00,1.000000000000000000e+00
2.765050391094539428e+00,1.912880978538467946e+00,1.000000000000000000e+00
2.870979603628166288e+00,3.771828915644527491e+00,1.000000000000000000e+00
3.448663256034485425e+00,1.720644511798322451e+00,1.000000000000000000e+00
2.605121182936041002e+00,2.529631398784251584e+00,1.000000000000000000e+00
2.577478683666996506e+00,2.717280208481481996e+00,1.000000000000000000e+00
2.270458817802426310e+00,2.621405250355574257e+00,1.000000000000000000e+00
5.155856212464538402e+00,2.925716171761680862e+00,0.000000000000000000e+00
1.636324843261593109e+00,2.917439917665960891e+00,1.000000000000000000e+00
3.760248614353800534e-01,1.983254941399207105e+00,0.000000000000000000e+00
3.021322083529392799e+00,1.625813316361938154e+00,1.000000000000000000e+00
3.026776397032442389e+00,2.425994147158128555e+00,1.000000000000000000e+00
3.763459628783443645e+00,2.467289033273087462e+00,1.000000000000000000e+00
3.051701069792145837e+00,3.713799943967446282e+00,1.000000000000000000e+00
2.793999333648643280e+00,2.786673516611567258e+00,1.000000000000000000e+00
3.993208902212584732e+00,4.279175098958203805e+00,0.000000000000000000e+00
3.390741496669340105e+00,2.694584911557047047e+00,1.000000000000000000e+00
3.196004580038769749e+00,4.073083392609797571e+00,1.000000000000000000e+00
2.691763304941871215e+00,3.468728446222655748e+00,1.000000000000000000e+00
2.234115590838779752e+00,2.272693748968588778e+00,1.000000000000000000e+00
3.386572282866110672e+00,5.233194319977165776e-01,0.000000000000000000e+00
2.620186072101248875e+00,1.794493573921851493e-02,0.000000000000000000e+00
3.760667852562612268e+00,4.171005153552908240e+00,1.000000000000000000e+00
4.789220450627205139e+00,3.725628024983075548e+00,0.000000000000000000e+00
3.173473522087342236e+00,-8.18E-02,0.000000000000000000e+00
4.045052980937422049e+00,2.828888774669052530e+00,1.000000000000000000e+00
4.480050690694725724e+00,4.366450060962649538e+00,0.000000000000000000e+00
6.091690610299971276e-01,1.282504571103321167e+00,0.000000000000000000e+00
2.528678676895947941e+00,4.785810587170832520e+00,0.000000000000000000e+00
1.631579880756195200e+00,3.287099423675164278e+00,1.000000000000000000e+00
